-0.005873756,0.0036164841,-0.1484998335,0.0561210998,0.0119084541,0.1513509315,-0.6877830146,-0.8262409141,-0.7091586857,0.0001633441
-0.0064088796,0.0058127327,-0.1481834004,0.0098696526,0.0270295651,0.1470809523,-0.7450283692,-0.6525759229,0.074812642,-0.0001633441
-0.0063273188,0.0074928635,-0.1476304615,-0.0337483427,0.039579006,0.1490396465,-0.7251078246,-0.6633702064,0.7418636232,0
-0.0020128118,0.003277065,-0.1478528835,0.0271376833,-0.0638283872,0.1463576225,-0.701203171,0.0482326844,-0.8316959781,0.0001633441
-0.0029264818,0.0070764755,-0.1478287713,-0.0253614548,-0.0438110636,0.1429678241,-0.7028806906,0.003825822,0.087298664,0.0008167203
-0.0039526592,0.0095113999,-0.1472629679,-0.06649273,-0.028651339,0.1453970716,-0.6999450314,-0.016123107,0.7462140054,0.0001633441
0.0002137222,0.005586481,-0.1464923271,-0.0087807473,-0.1323058596,0.1488114994,-0.7980799249,0.6988956963,-0.8645177931,-0.0001633441
-0.0005839002,0.0085586996,-0.1475159791,-0.0618204767,-0.121509479,0.1464885477,-0.6330539394,0.6566750179,0.1159951862,0.0022868169
-0.0013924189,0.0102791987,-0.1469196968,-0.0949278325,-0.0911359706,0.1481115028,-0.6519260343,0.6162306139,0.7723470304,-0.0009800644
-0.0076857682,0.0063240159,-0.1483434698,-0.0044560169,0.0505993458,0.1533031443,0.1727845134,-0.884448063,-0.9296826051,0.0003266881
-0.0066889021,0.0075638859,-0.1483955406,-0.0462746154,0.0339027973,0.1473765064,-0.0293565921,-0.6531224689,0.047487542,-0.0001633441
-0.0053213698,0.0091891888,-0.1471415785,-0.0868961903,0.012750232,0.1484277976,-0.0127910866,-0.6613206589,0.7154436964,-0.0001633441
-0.0045932896,0.0037494047,-0.1475062556,0.0283424296,-0.0312461772,0.1462954005,-0.0029356592,0.0497356859,-0.8578335908,0.0003266881
-0.002984184,0.0070512557,-0.1477284101,-0.0256471959,-0.0476647073,0.1428524543,-0.0031453492,0,0.0694269291,0
-0.0023007909,0.0088399612,-0.147326114,-0.0678133174,-0.0572100051,0.1452259613,-0.0023065894,-0.022135113,0.7244891239,0.0001633441
-0.0018085436,0.003459095,-0.1466862117,0.0408764251,-0.1019246285,0.1490863129,-0.1071515611,0.6979392408,-0.8857911276,0.0001633441
-0.0001996891,0.0066331975,-0.1471780037,-0.0042166121,-0.1323599187,0.1461644752,0.0429864384,0.6693822124,0.0839067763,0
0.0003887494,0.0081721988,-0.1469235083,-0.0495644996,-0.1256411411,0.1478016895,0.0255821731,0.611038427,0.7524040037,-0.0013067525
-0.0071139581,0.0086140423,-0.1478938236,-0.0700374644,0.0431777995,0.1528248133,0.871890785,-0.8673685005,-0.9427930557,0.0003266881
-0.0053725857,0.0089263448,-0.1477105121,-0.0906262703,0.0033593888,0.1465663251,0.675201618,-0.6404152744,0.0318165588,0
-0.0033988675,0.0090993338,-0.1468610168,-0.1094388476,-0.0380885185,0.1478353931,0.6949124727,-0.6453341884,0.6998757607,0
-0.0063001048,0.00533819,-0.1472444277,0.0084486698,-0.0040621575,0.1462241046,0.697638442,0.0731005274,-0.86471592,0.0001633441
-0.0032242406,0.0064432764,-0.1476455646,-0.0246355179,-0.0468615431,0.1427370845,0.6972190621,0.0050555505,0.0540328005,0
-0.0009905047,0.007712667,-0.1474084065,-0.0459116469,-0.0854829302,0.1451287395,0.697638442,0.002186184,0.7108643213,0.0001633441
-0.0044850799,0.0031258048,-0.1467980271,0.0608242441,-0.0479504484,0.1494363112,0.5785345541,0.7065473403,-0.9009783296,0.0001633441
-0.0015195607,0.0046074143,-0.1480110075,0.0450158099,-0.1001792908,0.1470783597,0.7381086011,0.6830458623,0.0699879087,-0.0003266881
0.0001201194,0.0055371396,-0.1474463099,0.0069659051,-0.1255639138,0.148264465,0.7114779782,0.6292110814,0.7354617753,0.0032668813
