depth index,current depth,current Joint positions,current joint effort,zero effort
0,0.096552864360000004,-0.00098155934831393532,0.10223740982803295,0.083285815748511946
0,0.096552864360000004,-0.0035080514081164832,0.076276322047865636,0.083285815748511946
0,0.096552864360000004,-0.0062063742743705278,0.067709163080410487,0.083285815748511946
0,0.096552864360000004,-0.0089417662584208475,0.064641034524572691,0.083285815748511946
0,0.096551568069999996,-0.011650128677411387,0.058127161590639832,0.083285815748511946
0,0.096552864360000004,-0.014174303917351663,0.034219359843995135,0.083285815748511946
0,0.096552929174500007,-0.016727825542214001,0.010571168975151779,0.083285815748511946
0,0.096556169899500013,-0.019184813006148521,-0.019968510649881453,0.083285815748511946
0,0.096556753230000014,-0.021647978656382436,-0.050201377419330714,0.083285815748511946
0,0.096556753230000014,-0.024111144306616351,-0.082227919344500466,0.083285815748511946
0,0.096556753230000014,-0.026644972962649401,-0.10608851911336345,0.083285815748511946
0,0.096556753230000014,-0.029113158389251558,-0.13629778489392169,0.083285815748511946
0,0.096556753230000014,-0.031509908536767127,-0.17427177601963953,0.083285815748511946
0,0.096559345810000016,-0.034009371031509888,-0.2027345686222588,0.083285815748511946
0,0.096558049520000008,-0.036492615787216791,-0.2314333711137892,0.083285815748511946
0,0.096559345810000016,-0.038946900294645335,-0.26246867150553455,0.083285815748511946
0,0.096560642100000024,-0.041412768901385219,-0.292725139263875,0.083285815748511946
0,0.096564530970000034,-0.043877865234837686,-0.32246238526661208,0.083285815748511946
0,0.096564530970000034,-0.046389297965535495,-0.34894269480238288,0.083285815748511946
0,0.096569716130000038,-0.048850146795907136,-0.37804271410506096,0.083285815748511946
0,0.096571012420000046,-0.051312154036209909,-0.40933762537460822,0.083285815748511946
0,0.096576456837999966,-0.053763735587132475,-0.44049093071080864,0.083285815748511946
0,0.096581382739999985,-0.056270920814749457,-0.46581479179091712,0.083285815748511946
0,0.096585271609999981,-0.058733700328339668,-0.49642527438262346,0.083285815748511946
0,0.096587864189999997,-0.061196865978573566,-0.5271301609298944,0.083285815748511946
0,0.096594086382000011,-0.063697100746603758,-0.55217081014331026,0.083285815748511946
0,0.096599530800000041,-0.066157563440331676,-0.58344212042396593,0.083285815748511946
0,0.096606271508000038,-0.06862188750049672,-0.61225892785995162,0.083285815748511946
0,0.09661612331199998,-0.071145676603793298,-0.63635553751772511,0.083285815748511946
0,0.096617678859999986,-0.073675643893389237,-0.65946090564207394,0.083285815748511946
0,0.096621567729999983,-0.076112552251850762,-0.6914638465783528,0.083285815748511946
0,0.096625456600000006,-0.078585371318177472,-0.71862858479196423,0.083285815748511946
0,0.096631938050000019,-0.081104526781749509,-0.74279599741641078,0.083285815748511946
0,0.096633234340000027,-0.08359279131382466,-0.77005513958558647,0.083285815748511946
0,0.096637123210000037,-0.086048234231184337,-0.79863593713266101,0.083285815748511946
0,0.096641984297500039,-0.088472400080403399,-0.83082768598006873,0.083285815748511946
0,0.09664878981999997,-0.090929773680981638,-0.85950288748270809,0.083285815748511946
0,0.09665267868999998,-0.093354325666844457,-0.89282748379688626,0.083285815748511946
0,0.09665540089899996,-0.095803976534548446,-0.92157348826619911,0.083285815748511946
0,0.096661169389500007,-0.098224667153974127,-0.95416645392475452,0.083285815748511946
0,0.096666937880000012,-0.10075733740007604,-0.97488812217110576,0.083285815748511946
0,0.096672123040000044,-0.10319154280203161,-1.0050029839960997,0.083285815748511946
0,0.096676141539000032,-0.10559447113584657,-1.0388704030547724,0.083285815748511946
0,0.096681197070000058,-0.1080344685874578,-1.068489644113054,0.083285815748511946
0,0.096695132187499991,-0.11054705972808672,-1.0908161796039981,0.083285815748511946
0,0.096700641420000011,-0.11291060212424316,-1.1267840866739753,0.083285815748511946
0,0.096707122870000037,-0.11535870844537235,-1.1546568545543183,0.083285815748511946
0,0.096714122836000033,-0.11783229978498644,-1.1801931245344464,0.083285815748511946
0,0.096718789480000053,-0.12029546543522034,-1.2076646756036418,0.083285815748511946
0,0.096727409808499976,-0.12270341354540355,-1.239455207639901,0.083285815748511946
0,0.096734215331000004,-0.12515036145660158,-1.2663839359646019,0.083285815748511946
0,0.09674374306250004,-0.1276899821622903,-1.2844622934551546,0.083285815748511946
0,0.096754955970999965,-0.13017592987450316,-1.3089601199240763,0.083285815748511946
0,0.096764613331499966,-0.13258465025797381,-1.3395706025157825,0.083285815748511946
0,0.096779650295500036,-0.13510573640476439,-1.3592538272509274,0.083285815748511946
0,0.096791187276499963,-0.13759709002998924,-1.3808723330751396,0.083285815748511946
0,0.096802335370499995,-0.13996449379258274,-1.4153061758671979,0.083285815748511946
0,0.09681296494850003,-0.14237437258598451,-1.4448310129699153,0.083285815748511946
0,0.096824761187500052,-0.14481707299410171,-1.4713349234945765,0.083285815748511946
0,0.096836946313499983,-0.14723042701729688,-1.4997505141194145,0.083285815748511946
0,0.096848677738000016,-0.14961790988536336,-1.5306442085778134,0.083285815748511946
1,0.10647713097099998,-0.0012533995454866377,0.12909533518606048,0.083285815748511946
1,0.10647726059999998,-0.0034945366255865911,0.10421989289488218,0.083285815748511946
1,0.10647596430999998,-0.0059217915679553547,0.095511127994080888,0.083285815748511946
1,0.10647855688999999,-0.0083502049202552522,0.089020856049038741,0.083285815748511946
1,0.10647726059999998,-0.010807192384189777,0.085480707715379606,0.083285815748511946
1,0.106479464293,-0.013239080966283073,0.080099682248217619,0.083285815748511946
1,0.10647985318,-0.015656682492559061,0.070848094602921921,0.083285815748511946
1,0.10648503834,-0.017916354131557153,0.048261948234176358,0.083285815748511946
