depth index,current depth,current Joint positions,current joint effort,zero effort
0,0.096565568002000043,0.0014518737803542079,-0.14419715755687595,-0.14023219142317772
0,0.096555586569000013,-0.00130436958245652,-0.1783477884822415,-0.14023219142317772
0,0.096550271779999988,-0.0041942162239913313,-0.19796021025071309,-0.14023219142317772
0,0.096547679199999986,-0.0073574476092736901,-0.19021908589444497,-0.14023219142317772
0,0.096543790329999976,-0.010332630449068684,-0.20251520110668761,-0.14023219142317772
0,0.096543790329999976,-0.013427129511770445,-0.20275121099559837,-0.14023219142317772
0,0.096546382909999978,-0.01653359881042725,-0.20001349628423526,-0.14023219142317772
0,0.096545086619999984,-0.019542761674868833,-0.20881666514060115,-0.14023219142317772
0,0.096546382909999978,-0.022665448712561508,-0.20445048219575485,-0.14023219142317772
0,0.09654897548999998,-0.025710522284868236,-0.20928868491842242,-0.14023219142317772
0,0.09654897548999998,-0.028796912478052068,-0.20971350271846156,-0.14023219142317772
0,0.096552864360000004,-0.031914193602732788,-0.20596094548478261,-0.14023219142317772
0,0.096552864360000004,-0.034936871249704252,-0.21282883325208174,-0.14023219142317772
0,0.096557142117000019,-0.03810859764114826,-0.20501690592914001,-0.14023219142317772
0,0.096564530970000034,-0.040828158022806441,-0.24053639421018716,-0.14023219142317772
0,0.096569716130000038,-0.043177027226501824,-0.3155403369059796,-0.14023219142317772
0,0.096577493869999975,-0.045549064628819858,-0.3863433035791628,-0.14023219142317772
0,0.096583975319999987,-0.048023814378365122,-0.44702144601808114,-0.14023219142317772
0,0.096587864189999997,-0.050465356376551196,-0.51204217041295441,-0.14023219142317772
0,0.096595641930000017,-0.05298528411341067,-0.56932177045155985,-0.14023219142317772
0,0.096602123380000043,-0.055440340894126604,-0.630802346512774,-0.14023219142317772
0,0.096607308540000048,-0.05795177362482444,-0.68857756731809161,-0.14023219142317772
0,0.096615215908999991,-0.060356632641857942,-0.75527396192423069,-0.14023219142317772
0,0.096622864019999991,-0.062790451907169795,-0.82102631697472694,-0.14023219142317772
0,0.096630641760000011,-0.065261726426921643,-0.88080762183578476,-0.14023219142317772
0,0.096639715790000039,-0.067736862313110588,-0.94037651779682285,-0.14023219142317772
0,0.096652937947999978,-0.070026266473674451,-1.0156636723593082,-0.14023219142317772
0,0.096661752720000008,-0.072635777911874921,-1.0638568916748548,-0.14023219142317772
0,0.09666823417000002,-0.074965340283384724,-1.1378931938261136,-0.14023219142317772
0,0.096678474861000036,-0.07740726841821452,-1.2020170806431265,-0.14023219142317772
0,0.096687678519999987,-0.079720613050688477,-1.2772806342167207,-0.14023219142317772
0,0.096695456259999993,-0.08218493711085352,-1.3374395549000355,-0.14023219142317772
0,0.096707122870000037,-0.084538053817629716,-1.4086201373954759,-0.14023219142317772
0,0.096714900610000043,-0.086987704685333747,-1.4688734620343549,-0.14023219142317772
0,0.096726567219999976,-0.089324217516430382,-1.5411160890298929,-0.14023219142317772
1,0.10643837189999998,0.00056916541283034625,-0.055693449215396429,-0.14023219142317772
1,0.10643999226249998,-0.0015314179289587196,-0.11972293207684534,-0.14023219142317772
1,0.10644096447999998,-0.0040694940880726047,-0.14207306855668,-0.14023219142317772
1,0.10643966819000002,-0.0067851931032936533,-0.14599083271259639,-0.14023219142317772
1,0.10644096447999998,-0.0094510804914759577,-0.15415677486890383,-0.14023219142317772
1,0.10644226076999999,-0.012094571954323004,-0.1644940080031882,-0.14023219142317772
1,0.10644355706,-0.014869736012675583,-0.16227551504742865,-0.14023219142317772
1,0.10644874222000003,-0.017508207699154385,-0.17386360059293954,-0.14023219142317772
1,0.10645133479999999,-0.020200738515752759,-0.1792682270489927,-0.14023219142317772
1,0.10645522367000002,-0.022936902773090507,-0.18049547847132796,-0.14023219142317772
1,0.10645781625000003,-0.025610126757503321,-0.18861421864985267,-0.14023219142317772
1,0.10646546436100005,-0.028358261250796112,-0.18840180974983314,-0.14023219142317772
1,0.10647097359349997,-0.031106395744088904,-0.18892103150543654,-0.14023219142317772
1,0.10647985318,-0.033812055206573453,-0.192248770939076,-0.14023219142317772
1,0.10648633463000001,-0.036538179911174716,-0.19578891927273517,-0.14023219142317772
1,0.10649540866000004,-0.039316433062676973,-0.1909979185278497,-0.14023219142317772
1,0.10650577897999995,-0.041950271109431239,-0.20308162484007322,-0.14023219142317772
1,0.10652133446000001,-0.043974785532409195,-0.27619748842458064,-0.14023219142317772
1,0.10653688994000006,-0.04601744837764158,-0.34643403136437861,-0.14023219142317772
1,0.10655244542,-0.04809679420402653,-0.41169076564816265,-0.14023219142317772
1,0.10656527869100003,-0.050170734117399529,-0.47897718497657776,-0.14023219142317772
1,0.10657318606000003,-0.052289465881443009,-0.5418738203712552,-0.14023219142317772
1,0.10658096379999997,-0.054367267161253119,-0.60833420508848413,-0.14023219142317772
1,0.10658874154,-0.056510711670494131,-0.66884714060516459,-0.14023219142317772
1,0.10659911186000001,-0.058586582267085699,-0.73500071246680931,-0.14023219142317772
1,0.10660688960000005,-0.060615344193144474,-0.80696012759565439,-0.14023219142317772
1,0.10661337104999997,-0.06270704639212818,-0.8724528717683494,-0.14023219142317772
1,0.10662374137,-0.064792956541456226,-0.93690717242983701,-0.14023219142317772
1,0.1066328154,-0.066958796976032464,-0.99399796455731393,-0.14023219142317772
1,0.10663929685000004,-0.068940450231558509,-1.0682938775863744,-0.14023219142317772
1,0.10664966716999998,-0.070954538965156244,-1.1417165540264658,-0.14023219142317772
1,0.10665744490999998,-0.073088330058304452,-1.2003886124096437,-0.14023219142317772
1,0.10666651894000001,-0.075154161102159528,-1.2678638396491873,-0.14023219142317772
1,0.10667559297000004,-0.07722964556210736,-1.3328845640440607,-0.14023219142317772
1,0.10668466700000005,-0.079202031538184309,-1.4093045660733163,-0.14023219142317772
1,0.10669374102999998,-0.081248169613210103,-1.4766145863906233,-0.14023219142317772
1,0.10670540764,-0.083337168855687843,-1.5407148722187449,-0.14023219142317772
2,0.11642758264000004,0.00052669038202211144,-0.050760842537164744,-0.14023219142317772
2,0.11642758264000004,-0.0012812013838338465,-0.11828327175449087,-0.14023219142317772
2,0.11643017522000006,-0.003530447333451734,-0.14202586657889818,-0.14023219142317772
2,0.11643017522000006,-0.0059329895306229809,-0.14851613852393999,-0.14023219142317772
2,0.11642887893000002,-0.0084247292924915177,-0.14813852270168279,-0.14023219142317772
2,0.11643147151000004,-0.010703321627031456,-0.16782174743682782,-0.14023219142317772
2,0.11643017522000006,-0.013182705016301236,-0.16857697908134192,-0.14023219142317772
