depth index,current depth,current Joint positions,current joint effort
0,0.096520457110000013,-0.001255716365348905,0.12605080761911366
0,0.096523049690000015,-0.0066187682098541156,0.1080196521063429
0,0.096521753400000007,-0.012068700799194355,0.096974389305326619
0,0.096524216351000031,-0.017556088642974581,0.08944567384907802
0,0.096526095971500039,-0.023095218797012106,0.088454432315652989
0,0.096528234850000033,-0.028596121423322223,0.083923042448569574
0,0.096536012590000053,-0.034099727006138329,0.08028849015934611
0,0.096548975489999994,-0.039341918081161928,0.048922775923125772
0,0.096559345810000016,-0.044308407592575698,-0.0083804251043703322
0,0.09656569763100005,-0.049267946644402677,-0.06641525678748969
0,0.096570299460500025,-0.054203159087675853,-0.12853305954876268
0,0.096585271609999981,-0.059068866935081024,-0.19489904031042643
0,0.096591753060000007,-0.063963921167408219,-0.25855090734961839
0,0.096596938220000025,-0.068931182952109399,-0.31547649255485771
0,0.096603419670000037,-0.073814653085125276,-0.37844393091620931
0,0.096612039998499988,-0.078807399888311438,-0.43048411142099885
0,0.096620271439999988,-0.083792810095267067,-0.48358633642588666
0,0.096629345470000003,-0.088660448625890759,-0.5479934351095922
0,0.096636215807000034,-0.093528859429801908,-0.61148009522654667
0,0.096644900950000057,-0.098441675947739823,-0.67045896646530856
0,0.096656502745499973,-0.10329309673932766,-0.73349720779333283
0,0.096665641590000004,-0.10818158664871177,-0.79346732056551883
0,0.096678604490000042,-0.11307548247110784,-0.85213937894869662
0,0.096689687769499988,-0.1178971707411299,-0.91550803412119619
0,0.096705632136500033,-0.12283778909741505,-0.96726500275929284
0,0.096720085769999964,-0.12765021008798805,-1.0312000816651774
0,0.096740243079500021,-0.13258696707783607,-1.0822254196476517
0,0.096758780026499985,-0.13739127919889116,-1.1446736362533998
0,0.096779974368000038,-0.14226200682266454,-1.2018116303586586
1,0.10642171457350005,-0.0013518643896330003,0.13693086349789291
1,0.10642411271000003,-0.0061295330822719925,0.11531235767368093
1,0.10642540900000001,-0.011030379364254866,0.10568315420612813
1,0.10642929787000006,-0.015966364080815462,0.097942029849859752
1,0.10643603857799996,-0.020927833815860993,0.095959546783010649
1,0.10644744593000002,-0.025863818532421597,0.088737644182346129
1,0.10646040883000001,-0.030863901931838252,0.089941294615790285
1,0.10647337172999997,-0.03573578796554279,0.077763184348002473
1,0.10649087164500001,-0.040189874150751773,0.022772880231830262
1,0.10649800124000001,-0.044576772559955,-0.037622050340395438
1,0.10650448269000005,-0.048929304807867932,-0.10004666595725173
1,0.10651355671999999,-0.053281064782493448,-0.16336811915196897
1,0.10651699188849999,-0.05763359703040638,-0.22756280893565511
1,0.10652522333,-0.06198033722866364,-0.29074265619702611
1,0.10653170478000004,-0.066328235836852045,-0.35349768565835726
1,0.10654077880999997,-0.070667639438878799,-0.4150726656751359
1,0.10654596396999998,-0.075052607164863491,-0.47459435965839203
1,0.10655374171000001,-0.079397030543258473,-0.53732578813083265
1,0.10656151945,-0.083743384604872018,-0.59776792068083995
1,0.10657188977000005,-0.088145728479823729,-0.65422148610825814
1,0.10657837121999995,-0.092407518616464512,-0.72365559542576008
1,0.10659003783000001,-0.096719120380144047,-0.78678824070934872
1,0.10659820445700001,-0.10106470216847019,-0.84701796435933674
1,0.10660818589000003,-0.10542650169583216,-0.90406155450903114
1,0.10662101916099997,-0.10965199498796412,-0.97481731920443271
1,0.10663275058550001,-0.11402846770778712,-1.0285095689315964
1,0.10664629681600006,-0.11822422847835332,-1.1009882058160456
1,0.10665971341749998,-0.12263970099919116,-1.1493938340316117
1,0.10667494482500003,-0.12686944179440393,-1.2171050711600664
2,0.11641721231999999,-0.0013615178057257813,0.13796930700909954
2,0.11641850860999998,-0.0056800700289921261,0.11389629834021713
2,0.11641850860999998,-0.010122572114889778,0.10556514926167256
2,0.11642239748000002,-0.014586311716191538,0.096879985349762193
2,0.11642628635000001,-0.01908827884522072,0.092230590538223328
2,0.11643406408999994,-0.023587929154387635,0.087935210560049937
2,0.11644443440999999,-0.028083718097117433,0.084324259259717718
2,0.11645506398800001,-0.032638585946335043,0.085976328482092051
2,0.11647522129750001,-0.036840911039844312,0.051754894590053335
2,0.11648850827000001,-0.040798811637884368,-0.004840276770711192
2,0.11649498972000003,-0.044711920385253942,-0.068374138865447881
2,0.11649887859000001,-0.048527722698408257,-0.14016834707205608
2,0.11650406375000004,-0.052441989855708956,-0.20226254884443767
2,0.11650665632999994,-0.056356257013009649,-0.26440395259460148
2,0.11650795261999998,-0.060220326406627875,-0.33081713533404772
2,0.11651313778000001,-0.064077445340659317,-0.39843396850693791
2,0.11651961923000001,-0.068005227280489883,-0.45651600216783905
2,0.11652610067999998,-0.07186196007787761,-0.52226835721833542
2,0.11653387842000003,-0.075770049048878935,-0.58424455404626197
2,0.11654165615999994,-0.079653425274682721,-0.64754240625208803
2,0.11654943389999999,-0.083569623115201996,-0.70696969627977979
2,0.11655980422000001,-0.087473078446478753,-0.76781304564093533
2,0.11656842454850003,-0.091291583716139074,-0.83479265211376696
2,0.11657730413500005,-0.095146771966951926,-0.89931775574192829
2,0.1165883226,-0.099030534329399456,-0.95898105565853076
2,0.11659836884749999,-0.10285251482885313,-1.0250166225757196
2,0.11660873916750003,-0.10674747515396832,-1.0840898977700459
2,0.11662066503550002,-0.11053277267226938,-1.1541140318098244
2,0.11663868346650001,-0.11442696072409715,-1.211228424926192
3,0.1264153026465,-0.0013599732591509362,0.13818171590911921
3,0.12641679337999995,-0.0053279134099274914,0.11868729908510248
3,0.12641938596000007,-0.0093657442932157768,0.10667439573955229
3,0.12642327483000002,-0.01348891137476424,0.10082135049456926
3,0.12642716370000001,-0.017558791599480556,0.091805772738184382
3,0.1264492654445,-0.021725978258412097,0.092537403393806963
3,0.12645231172600005,-0.02584451170023604,0.087415988804446648
3,0.12645957094999999,-0.030014401315673567,0.087982412537831872
3,0.12647726530849995,-0.034015163081165568,0.072311355914167513
3,0.12649197819999997,-0.037648708898488197,0.018524702231439226
3,0.12649975594000001,-0.04119305715111353,-0.041964632296350453
3,0.12650234852,-0.044669831491089398,-0.11097392381381332
3,0.12650753367999995,-0.048176724489274757,-0.17575863831977584
3,0.12651012625999997,-0.051721458878543805,-0.23740442130322795
3,0.12651401513000002,-0.055184332299346085,-0.3060124960095425
3,0.12651920029000002,-0.058733700328339647,-0.36477895834828444
3,0.12652568174000001,-0.06218885101626772,-0.43503910227697357
3,0.12653475577000001,-0.06567489263569265,-0.50197150677202296
3,0.12654253350999994,-0.069238161583859856,-0.55875548604391612
3,0.12655031124999999,-0.072679411352614284,-0.62847280722811072
3,0.12655808899000001,-0.076233799157976123,-0.68754608242243653
3,0.12656716301999998,-0.079719454640757359,-0.75207118605059775
3,0.12657364447000005,-0.083219397179355906,-0.81527463430085967
3,0.12658401479,-0.086805834326145762,-0.8701941354503584
3,0.12659308882,-0.090230866355864331,-0.93889661411223757
3,0.12660086656000002,-0.093711115925633609,-1.0025012791736472
3,0.12661130169450005,-0.097165108203630529,-1.0717701815689118
3,0.12662160720000001,-0.10062296184806455,-1.1345016100413525
3,0.12663327381000006,-0.10411595392707626,-1.1984838909250191
4,0.13640989299,-0.0013819830478424765,0.13938536634256321
4,0.13641099483649996,-0.004996222032979546,0.11771965854056887
4,0.13641118927999998,-0.0087641434023136826,0.10849167188416434
4,0.13641637444000002,-0.012509282709668857,0.097871226883186585
4,0.13642026330999996,-0.016322768202960924,0.096927187327544254
4,0.13642674476000002,-0.020107293447974645,0.089846890660225956
4,0.13643841136999996,-0.023923095761128974,0.087864407593376964
4,0.13644748540000001,-0.027723452608534861,0.084819880026430067
4,0.13646174459000002,-0.031552383567575372,0.082506983115105778
4,0.13647788340049999,-0.034908683274713345,0.033511330177263127
4,0.13648767039000004,-0.0381645874544864,-0.025349536117043336
4,0.13649415184000002,-0.041389986839406263,-0.087915757667246422
4,0.13650192958000004,-0.044604960534945927,-0.14878270801729326
4,0.13650970732000006,-0.047804874901380863,-0.21132532857860511
4,0.13651618876999999,-0.051027957466438456,-0.27297111156205689
4,0.13652396651000001,-0.054234050019172753,-0.33549013113447745
4,0.13653044796000008,-0.057442073255125604,-0.39798554971800759
4,0.13654081828,-0.060657433087308976,-0.45965493369035021
